x_svdd_0,x_db_0,x_iso_0,x_pca_0,x_pca_1,x_pca_2,x_pca_3,x_pca_4,x_svd_0,x_svd_1,x_svd_2,x_svd_3,x_svd_4,x_lof_0,x_tsne_0,x_tsne_1,x_tsne_2
1,-1,1,-1.0300322833574198,-0.3656866358251961,0.4681062220211758,-0.7018554231766028,-0.21629785966910076,-1.0300309237517693,-0.3657063352483119,0.4679520100636466,-0.7016635831369844,-0.22279988942710507,1,-9.230531,-18.917364,6.606617
-1,-1,1,-1.0161398481777286,-0.18734515969270404,0.5651464287936668,-0.041159764025618814,0.6665356673074209,-1.0161387460218165,-0.18735210921418458,0.5650731295831354,-0.04067843947908592,0.6598062733831689,1,-7.112584,-15.081355,7.6792483
-1,-1,1,-0.5273045002382116,-0.16680587390750373,-0.2348094668984924,0.21940295670339263,0.5250458743453494,-0.5273031707877007,-0.1667744003213655,-0.23458470271371104,0.22140211793512987,0.513016790730227,1,-0.8474327,4.3729715,-24.135492
-1,-1,1,-0.32107461086544015,-0.8994648688711951,-0.8425734012340179,0.14673009466770504,-0.14499794257963378,-0.32107346880525506,-0.8994347663110199,-0.8424184406969044,0.14861017815527208,-0.1534735634256567,1,0.5113911,2.896366,-26.955383
-1,-1,1,-0.4248375215752128,-1.3492708017152593,-0.7707853200470727,-0.035919924602920685,-0.28616562019894687,-0.42483692528019956,-1.349254586099489,-0.7707575487619307,-0.034591589384826774,-0.2879898142180155,1,0.8238093,2.761278,-27.757757
-1,-1,1,-0.5174780031573992,-1.4127139505712978,-0.5057684033555244,-0.2898258846404458,0.5232010704106689,-0.5174788635889029,-1.412727051339832,-0.5058329512359638,-0.2901019841774885,0.5285647146876472,1,-3.903309,-0.72040343,-29.27611
-1,-1,1,-0.6021607248472984,-1.5054647043551517,-0.3849162588359576,-0.1757122880542542,0.2574751251847905,-0.6021609803924515,-1.5054810192330206,-0.3850825007234643,-0.17592311410205147,0.2606977058252144,1,-3.6976287,-0.44375303,-29.129429
1,-1,1,-0.5597000928937476,-0.39837740189719617,-0.025421346468463477,0.5248574442406226,1.5855666372627284,-0.5596996581034233,-0.3983636325405267,-0.0253267286456132,0.5258712636648238,1.580164493316412,1,-1.0608679,4.865627,-25.63464
-1,-1,1,-0.7437602373953559,0.14398152302493034,0.08942337094251701,0.20101683434625178,0.8483687433364115,-0.7437593390537709,0.14402435302695815,0.08976715013531819,0.20327625485481848,0.8381109385122735,1,-1.0878661,6.6525793,-24.676743
-1,-1,1,-0.5930323357197159,-0.16700729232426695,-0.47527359501504113,-0.20216001326540778,-0.06417225439321982,-0.5930310383698246,-0.16698373550778634,-0.4752614608686285,-0.20049403930505205,-0.07217376612803802,1,-0.99789304,-0.33813626,-20.729992
1,-1,1,-0.571774726873741,-0.8002653909378011,-0.5891435462079475,-0.24231330882632957,-0.716532838135147,-0.571773955061686,-0.8002506248543448,-0.5891036155734568,-0.24103645213691083,-0.7194597999320151,1,-5.5478835,1.4853668,-24.463106
-1,-1,1,-0.4918550893828285,-1.3620373273353112,-0.7065457567995356,-0.10822721888914173,-0.013466649348384601,-0.4918545470690474,-1.3620621952241176,-0.7068761584610274,-0.1084883619938164,-0.010923270899403653,1,0.82792586,-12.840051,-25.398788
1,-1,1,-0.7307955522352761,-1.0541767649570015,-0.2322126371994226,-0.013282126651861268,0.16862644681515782,-0.7307944008155584,-1.0541612520214398,-0.23218630499980336,-0.011887917349195786,0.16187717023577533,1,-0.97924376,-2.312154,-23.136292
1,-1,1,-0.774791751136083,-0.5187282726549106,0.026161361281904088,0.12330888313539543,0.5295957196130286,-0.774790280198471,-0.5186959400093726,0.02636812089150856,0.12542403024945545,0.5189776863463496,1,-1.3214053,3.5280995,-24.979618
-1,-1,1,0.3034895173712546,-0.6058362126136528,0.46133375954474687,-0.2890364481806285,-1.4886109014963826,0.30349195058560274,-0.6057751056565639,0.4617304860299555,-0.28600119089672227,-1.5075333011225445,1,6.4677644,18.703657,-15.668992
1,-1,1,-0.1402623781133984,-0.963329919322406,0.6173867918988736,0.04161671296523836,-0.7681230075051987,-0.14026218978152413,-0.9633209207896761,0.6174471782022539,0.04225161154038772,-0.7678394509501716,1,-5.5801554,1.660348,-24.93211
1,-1,1,-0.47486936698119275,-0.9447130842321745,0.3026524982531076,-0.12259440689739402,-0.35186530772697916,-0.47486992981007375,-0.9447125255938688,0.3026968213136472,-0.1222187874846025,-0.3470706377951628,1,-6.3503566,2.659266,-26.674402
-1,-1,1,-1.083030887622526,-0.7421069697792597,0.7789005162582807,-0.6127764729293028,-0.5490738128879732,-1.0830306659655031,-0.7421034587144747,0.7788319090839095,-0.6120238562988275,-0.550276754202498,1,-3.1192133,1.3797607,-23.99669
-1,-1,1,-0.7883562803189923,-0.24294842494181965,0.4361209865895206,-0.44542029135696803,1.029738337599127,-0.7883550337202208,-0.2429205769364228,0.4362643828368329,-0.44359126296903145,1.016901055549977,1,-0.3456189,-2.803598,-22.049273
1,-1,1,-0.717306159796877,-0.725523289297112,0.05991320394823175,-0.6695993830571354,-0.9411176370089098,-0.7173052371025672,-0.7255019495953173,0.05998436122288372,-0.668151216233606,-0.9495618960502166,1,-3.9092,0.4263228,-19.692535
1,-1,1,-0.6348969300921656,-1.0622988026427886,-0.20419935730738817,-0.08400801753486542,-0.4026738830340896,-0.6348957255069495,-1.062288050951898,-0.204235934212276,-0.08273937293849522,-0.40852557341622786,1,1.0604167,0.13348308,-21.931623
1,-1,1,-0.6214988228666983,-1.1350274798495095,-0.35398505489205884,-0.07305884865050714,-0.5835728744059829,-0.6214976855883574,-1.1350223285812884,-0.35404274650686557,-0.07201579139906969,-0.5864428112256871,1,-1.7508951,1.3485055,-24.922302
1,-1,1,-0.5403339295456223,-0.27496799839706015,-0.4452571851365489,0.11963318336092375,0.37291986318089965,-0.5403320247714446,-0.27492719737876636,-0.4450711120840515,0.12204881180230387,0.3601005285718703,1,-0.22491784,-0.96642905,-19.089735
1,-1,1,-0.49375316635497374,-0.7443073201243271,-0.5181491616453895,-0.11300725642012469,-0.291756475504577,-0.4937521694074224,-0.7442890482545454,-0.5180570268976763,-0.1115605115019124,-0.29730416264257664,1,-0.6172767,2.438811,-24.387323
1,-1,1,-0.6151889172201576,-1.0537083740462527,-0.28764212842404746,0.08590444750125968,-0.1653174955926546,-0.615188649967617,-1.0537077924773623,-0.28758702254156127,0.08654064758033501,-0.16493156539521112,1,-4.799872,2.0171063,-26.788378
1,-1,1,-0.286247161409407,-1.0576406311540802,-0.7781412711651143,0.37482027959562714,-0.33524098438236877,-0.2862468073900444,-1.0576425108768173,-0.7781844683375528,0.3753796669589255,-0.3325103430115776,1,-2.8827484,1.174982,-25.252073
1,-1,1,-0.41584318313908086,-0.857859787546924,-0.5858269178009412,0.38628471776350887,-0.012300817766012266,-0.41584182337747894,-0.8578497352880412,-0.5858818655432877,0.3876003816903287,-0.0175941557840917,1,-0.6920602,-1.4435093,-24.343525
1,-1,1,-0.6048704779941593,-0.6056562179532092,-0.38137336519676945,0.3414129066465851,0.19951403953115224,-0.6048687537708983,-0.6056382150830975,-0.38137085864561976,0.3431846410979444,0.1914377948884932,1,-0.6971321,-1.3500751,-24.20005
1,-1,1,-0.5645376689113175,0.01952347662446667,-0.5300895115313262,0.35683881243340887,0.4218846892605261,-0.5645356874104972,0.0195505661343504,-0.5300527417077405,0.35896598773693705,0.4110067617142685,1,0.19327681,-0.91871417,-19.58829
1,-1,1,-0.316698317610657,-0.2761149944579063,-0.8783689921480929,0.43934940527387567,-0.23549949306850534,-0.3166968068161452,-0.27608593916401225,-0.878251985450561,0.441260254681978,-0.24445331013569538,1,-1.4987785,1.2816497,-21.67629
1,-1,1,-0.20651404187577693,-0.6427316401777733,-1.1277177392858482,0.32098881342207003,-0.20593412871571362,-0.20651249774231295,-0.6427211046336233,-1.1277773214691449,0.32237179596104043,-0.21262027076429976,1,1.5574602,-0.7588714,-21.72566
-1,-1,1,-0.5569733630092322,-0.22882843020774662,-0.3886045728038866,0.514325746891503,1.0641882462286203,-0.5569726208354518,-0.22880514818094252,-0.388358621577806,0.5158890300055292,1.0575732477548319,1,-5.306733,-2.307589,-24.829512
-1,-1,1,-0.7031092006143517,-0.2880550074177362,-0.2368591409179897,0.13071479854527293,0.38983651470772895,-0.7031086039653875,-0.2880325484294165,-0.2366522965395653,0.13213716961599564,0.3839726919962565,1,-6.0646777,0.25841662,-20.839277
-1,-1,1,-0.798624579598797,0.2074500527178524,0.47108630743721214,0.3286472611978411,0.6538098964570271,-0.7986233574508033,0.20748615245020954,0.4714081733855874,0.33086531012401665,0.6442260709878428,1,-3.7734666,-0.37372735,-3.3865545
-1,-1,1,-0.5224908868394202,-0.15203953059623235,-0.48663464076406887,0.18852289643012932,0.19555929639639177,-0.5224884572826393,-0.15202261639053458,-0.48667277575660495,0.19040503744635248,0.18341383614809686,1,1.3491892,-1.7771945,-20.468956
-1,-1,1,-0.6243070599403779,-0.20938612543022345,-0.2370963667276576,0.35275875484071334,0.307215064785625,-0.6243063339163525,-0.2093780359430598,-0.23714449430933782,0.3536299392330367,0.3030605011877006,1,-0.5609692,1.2336707,-21.830486
1,-1,1,-1.5224424620485921,-0.882193121083324,1.2775376126721933,-0.6289411473111192,-2.1946196174482,-1.5224435713763826,-0.8822222837554028,1.2772482710259738,-0.6297650592962025,-2.1862900614732355,1,9.887093,10.0716,-15.681298
1,-1,1,-1.3910158410647833,-0.32549387566413085,1.0190571217625723,0.027914260632680786,-1.0444125708396874,-1.3910155101773796,-0.325480481975716,1.0191416916236915,0.029124483554988395,-1.0459366766526057,1,-4.560057,3.5578868,-21.773092
1,-1,1,-0.630081460952128,0.29945501772869126,-0.12730025982163728,0.5437022160367267,0.5457620462802598,-0.6300799631884292,0.2994945025565707,-0.12703991512849694,0.5458703295227165,0.5313706438924808,1,-0.8872953,-1.3484365,-19.05893
-1,-1,1,-0.10871307234419053,-0.05480992245602446,-1.0323183013816999,0.20812402279284817,-0.44481011652310926,-0.10871199455956651,-0.054778572191767426,-1.0321033713662635,0.20992199903699882,-0.4551778980603929,1,-3.6050866,0.475177,-19.464537
1,-1,1,-0.19134429857537633,-0.40133123992945074,-0.7782277592013801,0.323249607896507,-0.2683423335853454,-0.1913446045903585,-0.4013212843136219,-0.7780465363095871,0.3239647523321667,-0.2662676672432405,1,-6.4281316,2.0555542,-26.434309
1,-1,1,-0.32317317567570136,-1.0097430821681934,-1.017538271238032,0.19574046686240923,0.06849037972091923,-0.32317247046873704,-1.0097577997509237,-1.017667111153552,0.19579945912369173,0.06757269459288551,1,0.70528144,-12.714789,-25.502752
-1,-1,1,-0.10359729710629628,-0.12261187713584845,-1.1284900742569302,0.23927203242253808,-0.5210775708088174,-0.10359509450724286,-0.12257395931245518,-1.1283544276175663,0.2416724325991075,-0.5361244237944459,1,-1.6069844,-2.9695854,-22.733274
1,-1,1,-0.34786980754283175,-0.141387205604479,-0.9870499521381156,0.2757655090209997,-0.5142009116551186,-0.34786905897272685,-0.14137557402100465,-0.9869995854474642,0.2767398676096905,-0.51675870537655,1,-2.2410421,-7.8411527,-23.154325
-1,-1,1,-0.1916205700963145,-0.5722324133576792,-1.0820062372845711,0.11569145637476339,-0.3578369388611457,-0.19161947626021064,-0.5722155275944063,-1.0818829884915686,0.11698882477607034,-0.3655025937269194,1,-1.58031,-2.390401,-26.741436
1,-1,1,-0.28666789374643875,-0.8915064308889892,-1.0484687427107517,0.258614707670662,-0.26095493057187163,-0.28666693869433296,-0.8914905208637636,-1.0484102748144426,0.2598494690441794,-0.2657445019038243,1,-1.1984699,-2.182306,-23.403383
1,-1,1,-0.2645849726224233,-0.5498315086443057,-0.8573291932124718,0.502212368131168,-0.09185044840667034,-0.2645842139528135,-0.5497926670191844,-0.8569534842935612,0.5042133193129108,-0.09957443288852752,1,-3.6073756,3.9396746,-26.433891
1,-1,1,-0.5978336658955867,-0.8890970267543288,-0.8803807371432657,-0.0845965377075872,-0.9788735323972411,-0.597832278576936,-0.8890726948251665,-0.8802937499203316,-0.08294890458510837,-0.9858666664365335,1,0.5753731,2.5230727,-23.078224
1,-1,1,-0.15250482920727224,-0.8643834764397377,-1.2048674273803766,0.4018954863333538,-0.47162746226033275,-0.1525035018219695,-0.864356721293308,-1.204776727556364,0.4036397399373592,-0.47918717962846297,1,-0.9741739,1.2802613,-22.734728
1,-1,1,-0.36253267519684806,-0.8729884456098125,-0.8187037475702249,0.22062598171045067,0.1604950259843113,-0.3625312979874183,-0.8729678135327497,-0.8186443743321278,0.22212486352499083,0.150881199293406,1,0.455348,-1.7485149,-25.030247
1,-1,1,-0.8211773458221574,-1.0724422413833214,-0.14752445217851928,-0.16728514838017106,0.08258407886497791,-0.8211768690857547,-1.072431895327707,-0.1474199550404801,-0.16650843005120763,0.07817991360442623,1,-2.4944644,1.0268168,-28.175192
1,-1,1,-0.7850762342179332,-1.0575972393477922,-0.166713745723735,0.03726680756150119,-0.4458703216839231,-0.7850761770805441,-1.0575831134084572,-0.16651280677285377,0.038230756158268646,-0.44771284895276986,1,-3.6428769,3.511802,-27.094414
-1,-1,1,-0.5272594277936752,-0.4144849262461289,-0.41207049303682913,0.20495427692697085,0.7855287295343265,-0.5272588529681901,-0.4144637878594021,-0.4118819761101391,0.20618736111737207,0.7787317136108176,1,-1.2741586,6.515816,-25.557224
1,-1,1,-0.7103643062467173,-0.6495484581970148,-0.3056601428481377,-0.3703727328262501,-1.7326037929850464,-0.7103626851514426,-0.6495178264162647,-0.3055276913170454,-0.36834509812942207,-1.7420482662078762,1,0.53844005,3.3474023,-22.818024
1,-1,1,-0.8071068525643799,-0.7847590726325097,-0.10292823569724635,-0.3078628816913515,-1.8945308961861294,-0.8071054046683639,-0.7847140502611898,-0.10291704875303372,-0.305313161555943,-1.8958279562519291,1,-12.919919,-31.679684,-3.013561
-1,-1,1,-0.8344572704617228,-0.7138286862134466,-0.1440177775564128,0.17059170927788028,-0.38976516641958175,-0.8344557110982211,-0.713814177968228,-0.1439242022844638,0.1721604723045943,-0.3982373677541636,1,-3.507543,-23.059404,10.149735
1,-1,1,-0.8080318095441184,-0.8146946845600875,-0.3243324644796408,-0.046055640433170945,-0.5618955829034119,-0.8080301898416281,-0.8146932386054221,-0.3244373956782185,-0.0451504629494479,-0.5689363436565549,1,-2.617305,-2.3211868,-21.110174
-1,-1,1,-0.5377460777809321,-0.6915807048143158,-0.6418054442754557,0.3378551227912112,-0.4921271096028949,-0.537745059786433,-0.6915682377821898,-0.641825713491318,0.3390994681276352,-0.4960182377449529,1,-0.022929756,0.491643,-25.200558
1,-1,1,-0.7138978308495144,-0.1753702993938386,0.06993725856567157,0.18516019828491367,-0.8199767030244961,-0.7138968922451381,-0.17533031970283053,0.07015127935046392,0.18735049548554222,-0.8254702405067238,1,-5.1703286,5.6517634,-21.36558
1,-1,1,-1.5103540955651011,-0.3486083544628176,2.3301034330001666,-0.8989883429298879,-1.1837447340117095,-1.5103550279826958,-0.3486277458940611,2.3299330525312376,-0.89968993541681,-1.178572108298552,1,-3.6033642,-0.8579911,-26.786999
1,-1,1,-1.4616394084880973,-0.12574369230810284,1.8397682617015523,-0.3465595151460815,-0.9954908897319984,-1.461638737723894,-0.12572708387351017,1.8398660865539131,-0.34534165143600326,-1.0029111730615548,1,-5.090777,1.7535789,-22.482838
-1,-1,1,-0.9100622376644311,-0.5312604001519294,0.28526432780541755,0.05096374040842383,-0.46723567865071075,-0.9100622782063901,-0.531271213158422,0.28513175047989053,0.05103688657556471,-0.4650144352640056,1,-2.5766945,0.69058424,-25.386162
1,-1,1,-0.2255976768057642,-0.619656188154366,-0.8823239935360877,0.45842065684811145,-0.030673997215828572,-0.22559645443589582,-0.6196352443420989,-0.8821978456638123,0.4600044653284597,-0.03746154814396833,1,-3.8487337,-4.5914593,-22.816233
1,-1,1,-0.014697753418665048,-0.629911243441783,-1.1257379638858187,0.48969657823851187,-0.47724922300568395,-0.014696068042965138,-0.6298835784816987,-1.1255772877196701,0.49163376096201833,-0.48432860514243276,1,-0.75508535,0.86801016,-23.941946
1,-1,1,-0.3493656736583324,-0.22246238662897058,-0.37371631078730766,0.8276577274256081,1.098772083311438,-0.34936397249620965,-0.2224275905330469,-0.3734403062251443,0.8297500061982194,1.0865804967562753,1,-2.892571,0.24093646,-22.89905
1,-1,1,-0.3831898452344933,-0.5481735744899846,-0.6976148294657982,0.16854462054615993,0.5895019206155865,-0.38318842145750287,-0.5481880460898092,-0.6979339945307715,0.16868225857256958,0.5855654758397048,1,2.3671393,-2.4471118,-21.5786
1,-1,1,-0.19733481366151143,-0.01596927088217784,-0.5088090273562936,0.6684680760630078,-0.34619483044738764,-0.1973340770307026,-0.01595276061780852,-0.5087362010674783,0.6696642110179646,-0.34917750868333597,1,-2.3970778,1.7060872,-21.638136
1,-1,1,-0.563644347484008,-0.46421266669804073,-0.2687608735204128,0.19328221576121893,-0.47475039600508784,-0.5636441467876627,-0.4642169216235751,-0.26875839557706754,0.19372383643162785,-0.47110542855438303,1,-9.974593,8.916818,-26.175772
-1,-1,1,-0.43155634798635756,0.12187077550193912,-0.25882395912505934,0.49953407038434583,-0.45809844518770443,-0.43155472411362467,0.12190045257935275,-0.25866316393097194,0.5016132272231019,-0.46435767115557897,1,-3.8044283,2.6118078,-23.014284
1,-1,1,-0.599763178282781,0.09094406072406575,0.09281279129045741,0.30557616147177347,0.7445847924613462,-0.5997615176241846,0.09096379794940207,0.0929092694831664,0.30719770059560825,0.7362940538574587,1,-1.5403019,0.058593202,-24.00858
1,-1,1,-0.5198231035751674,0.592470736159585,-0.06652394947807501,0.4753860115759447,0.8231025905511429,-0.5198210680864553,0.5925172933219921,-0.06623618771047438,0.4780428290915263,0.807795942069259,1,-2.716694,0.070090935,-21.952917
-1,-1,1,-0.6063464550581735,0.3021563453796082,-0.32122063639661985,0.1201239341915876,-1.7130754070562209,-0.606344433276901,0.3022096493850336,-0.32087217475629276,0.12306528225859474,-1.726550631030271,1,-1.5117862,3.1775486,-18.29733
1,-1,1,-0.5768734998626524,-0.5650812113535452,-0.44882269846590245,0.05055042887251278,-1.0463731331281954,-0.576872369848157,-0.5650861563974298,-0.44895817268080684,0.051145262140978746,-1.0467381884527365,1,1.1481023,0.38197622,-21.44092
1,-1,1,-0.7323549183233728,-0.3347854980362547,0.011398885104732033,0.3377939662190384,-0.23519674384136102,-0.7323541458953976,-0.33476769197716444,0.011524503643102459,0.33911347887804755,-0.23856810971005493,1,-3.9725525,3.1113396,-21.303236
-1,-1,1,-0.6611891435540772,-0.07702395569900992,-0.17224250695568194,0.17588274952584818,-0.2058300609795674,-0.6611880367656566,-0.07699593650941942,-0.17210647782594812,0.1777487023728253,-0.2144514390312433,1,-1.5944682,-4.289734,-25.187037
1,-1,1,-0.5987969145875266,0.010228715260335496,-0.2524859901075566,0.39313267513811595,0.09716027576013014,-0.5987958540485682,0.01023707278611865,-0.252439361375223,0.3942093970913908,0.09133813775579479,1,-4.0960627,-0.60414404,-25.134426
-1,-1,1,-0.8206619408417564,-0.12095097759123623,0.06502771070309875,-0.18145271572705007,-0.5186115716897042,-0.82066071877285,-0.12094435065414956,0.06484301736001266,-0.18038875309526328,-0.5170677472154341,1,-11.259018,-29.139688,-2.9410238
1,-1,1,-0.8248209278645702,0.05196094688441433,0.1808375478833957,-0.01576107074128499,-0.6388584552796011,-0.8248194724351438,0.05197942633826231,0.18098318482948245,-0.014159838577637786,-0.6462515729782998,1,-2.749198,-22.070019,9.609766
-1,-1,1,-0.7784800589203382,-0.3605939122111702,0.005715640724614342,-0.4128839774783513,-0.6653555202286002,-0.7784792210536634,-0.3605801691714048,0.005862595700063682,-0.41175202844584763,-0.6721257811742706,1,-4.309149,-2.25774,-20.90912
1,-1,1,-0.535283522788657,-0.9870382634227326,-0.7675618477870876,-0.7865503389898691,-1.0393324836786983,-0.5352835516572431,-0.9870635893974528,-0.7677325485811203,-0.7870441899919756,-1.0358760939285896,1,-8.994956,-19.13857,6.8446345
-1,-1,1,-0.5321056287327031,-1.0508307809933632,-0.6586279720135152,-0.5947540546590803,-0.9687016216870911,-0.5321051427294465,-1.0508325601560224,-0.6587319546161472,-0.5942581989781631,-0.9678671544241515,1,-2.8087847,-3.6472373,-27.77111
-1,-1,1,-0.7371518815010656,-0.9297004116636587,-0.1436004282457756,-0.19997392820528953,-1.0419326687324137,-0.7371510742928009,-0.9296678510446322,-0.14343332455212446,-0.19817156669715802,-1.048310327635949,1,-5.228255,6.267733,-24.575773
1,-1,1,-1.2673069056570325,-0.6315751802731338,1.480159291222915,-0.7920264757928941,-1.8706878739439319,-1.2673068277184887,-0.6315474130548159,1.480290986332821,-0.7906016444860542,-1.8752126493158592,1,-4.768723,6.892243,-24.157515
-1,-1,1,-0.711392746539206,-0.8192142127474596,-0.004930393396912057,-0.6639168708449193,-1.5406459913206865,-0.7113912070551359,-0.8191950918131181,-0.004998034793534174,-0.6623502577614344,-1.5475497206507278,1,-4.4576178,6.729295,-23.682407
1,-1,1,-0.3745800178375977,-0.887294646035863,-0.4995930167225791,-0.49973080698509337,-1.505177935279922,-0.37457891895137224,-0.8872735012979245,-0.4995195961465516,-0.49822304392641903,-1.5103669317128021,1,-4.769409,5.7612185,-23.436869
1,-1,1,-0.1341225753947269,-0.685233773809506,-0.8215621061163444,0.2055337202498556,-0.1825128058453588,-0.13412203000065234,-0.6852011648890213,-0.8212840709547091,0.20734403010145303,-0.18742878811691488,1,-5.3997765,4.84028,-24.380898
1,-1,1,-0.5674030855852378,-0.948469553187837,-0.4499321255158334,-0.45529907336944614,-0.23483018005809272,-0.5674029439195831,-0.9484707397491113,-0.44998804583696433,-0.45483750147680774,-0.23409857984421245,1,-3.0639968,-0.2990844,-27.022387
