xgb_y_prob,xgb_ylead1_prob,xgb_yblead2_prob
-0.0008496642,0.006048292,-0.00091451406
-0.0008496642,0.007422626,-0.11559957
-0.0008496642,0.011737436,-0.00091451406
0.00450629,0.011054695,0.006396055
0.010945737,0.004165143,-0.00091451406
0.011687636,-0.0025809407,-0.00091451406
-0.0008496642,0.008123308,-0.00091451406
-0.0008496642,0.0060928166,-0.00091451406
-0.0008496642,0.012444347,-0.00091451406
-0.0008496642,0.020368129,-0.00091451406
-0.0008496642,0.0069044232,-0.00091451406
0.0018621683,0.014944077,-0.00091451406
0.004625052,0.016919106,0.006396055
0.005608976,0.021718115,-0.00091451406
0.005608976,0.013377279,-0.00091451406
0.0049761534,0.0049393475,-0.00091451406
-0.0008496642,0.007495314,-0.00091451406
-0.0008496642,0.002616763,-0.00091451406
-0.0008496642,0.002232641,-0.00091451406
-0.0008496642,-0.0026606321,-0.00091451406
-0.0008496642,-5.8412552e-05,-0.00091451406
-0.0008496642,0.00011229515,0.006396055
-0.0008496642,-0.002024889,-0.00091451406
-0.0008496642,-0.00021529198,-0.00091451406
0.0012293458,0.0021841824,-0.00091451406
0.0012293458,0.0076725185,-0.00091451406
-0.0040255785,-0.00015485287,-0.00091451406
-0.00045716763,0.0008894205,-0.00091451406
0.0012293458,-0.004159689,0.014408857
0.0012293458,-0.0021492243,-0.00091451406
0.0012293458,-0.00053727627,0.006396055
0.0012293458,-0.0055412054,-0.00091451406
0.00024557114,-0.00032633543,-0.00091451406
0.0012293458,-0.0018163323,-0.00091451406
0.0012293458,8.070469e-05,-0.00091451406
-0.0008496642,0.0012273788,-0.00091451406
0.0012293458,-0.0011296272,-0.00091451406
0.0012293458,-0.0022280216,-0.00091451406
0.0012293458,0.0026008189,-0.00091451406
0.0012293458,-0.0019269586,0.006396055
-0.0008496642,0.0021390915,-0.00091451406
0.0012293458,0.0048509836,-0.00091451406
0.0012293458,-0.001629591,-0.00091451406
-0.0008496642,0.0010133088,-0.00091451406
-0.0008496642,0.00039929152,0.014408857
-0.0008496642,-0.0009134412,-0.00091451406
-0.0018335581,-0.0014148355,-0.00091451406
-0.0008496642,0.002159804,-0.00091451406
-0.0008496642,-0.0011313558,-0.00091451406
-0.0027813911,-9.4771385e-06,0.006396055
-0.0008586049,-0.0023038387,-0.00091451406
-0.0015622377,0.0009291768,-0.00091451406
-0.0008586049,-0.0014918447,-0.00091451406
-0.0008586049,-0.006544411,-0.00091451406
-0.0008586049,0.0062665045,-0.00091451406
-0.00057834387,0.0072524548,-0.00091451406
-0.0019840598,0.007648349,-0.00091451406
-0.0019840598,-0.0006759763,-0.00091451406
-0.0019840598,0.0027743578,-0.00091451406
-0.0019840598,0.0054071844,-0.00091451406
-0.0008496642,0.0030577183,-0.00091451406
-0.0008496642,0.0036996305,-0.00091451406
-0.0008496642,0.016393334,0.0027419627
-0.0008496642,0.01139155,0.0038594902
-0.0018335581,0.010157913,0.0038594902
-0.0008496642,0.0015634,-0.00091451406
-0.0008496642,0.00618574,-0.00091451406
-0.005665183,0.01393652,0.008729935
0.0047207177,0.04079303,0.006396055
-0.007928848,0.014746338,-0.00091451406
-0.007928848,0.012096554,-0.01692319
0.008630514,-0.0016934276,-0.01692319
-0.00343889,0.0025406182,-0.0060244203
-0.0052209496,0.010009557,0.0012867153
-0.0008496642,0.00797689,0.0065089166
-0.0008496642,0.007000655,-0.0060244203
-0.0008496642,0.004316598,-0.0060244203
-0.0008496642,0.0031162202,0.012074351
-0.0008496642,0.0048032105,-0.0060244203
-0.0008496642,0.0031569898,-0.0060244203
0.005608976,0.010970682,-0.00091451406
0.0016240776,0.013796359,-0.00091451406
0.074203074,0.012876153,-0.00091451406
-0.0039104223,0.013860345,-0.006417334
0.0015569329,0.007828742,-0.00091451406
-0.0006942749,0.009445816,0.006396055
-0.0006942749,0.017198533,-0.00091451406
-0.007928848,0.010624737,-0.00091451406
0.008630514,0.010888368,0.5461559
-0.004088044,0.4714347,0.3534224
1.0577223,0.9389243,-0.04915601
0.6583129,0.4653028,-0.10429245
0.6406427,0.5733063,-0.0010304451
0.63206595,0.112158895,0.10501063
0.6386294,0.32352537,0.079621196
0.2815563,0.34058046,-0.03248793
0.09067571,0.29838133,0.07513636
0.21176413,0.23563272,0.42957318
0.23738736,0.17962745,-0.06929672
0.2201992,0.32299867,0.0018996596
0.2201992,0.32594562,-0.026277661
0.2201992,0.17444071,0.027644724
0.2022435,0.1462112,0.026670873
0.20134518,0.15029743,0.019359738
0.20862848,0.1508081,0.012845993
0.2004661,0.148512,0.012845993
0.20627326,0.1483787,0.00403589
0.21163285,0.15695727,0.019359738
0.21163285,0.14854068,0.026670873
0.21261677,0.15071827,0.00403589
0.20615,0.1354653,0.00403589
0.19773772,0.13619748,0.00403589
0.19773772,0.14016825,0.00403589
0.19981685,0.084457934,0.011346936
-0.005712688,-0.012467146,0.00403589
-0.005712688,-0.013412714,0.00403589
-0.005712688,-0.016599,0.00403589
-0.005712688,-0.015286505,0.00403589
-0.005712688,-0.0152564645,0.011346936
-0.0077566504,-0.010792136,0.39391503
0.004784405,-0.017083168,0.00403589
0.0011040568,-0.019400835,0.012845993
0.00071153045,0.05034101,0.008810371
0.003912717,0.010007739,0.017026871
0.0076250136,0.02049163,0.024134308
0.00027999282,-0.0027397275,0.008810371
0.0028827786,-0.0037651658,0.00403589
0.0028827786,0.049187362,0.00403589
0.0028827786,-0.0061305165,0.00403589
0.0028827786,-0.0030101538,0.00403589
-0.00014173985,-0.0064296722,0.00403589
-0.00088882446,-3.6418438e-05,0.00403589
9.521842e-05,0.017178804,-0.0010735989
9.521842e-05,-0.0050136447,0.0029178262
9.521842e-05,-0.006465435,0.00403589
9.521842e-05,-0.00631392,0.013765991
9.521842e-05,-0.008230746,0.00403589
-0.00088882446,-0.001798749,0.011346936
0.00024557114,-0.0016326308,0.00403589
0.00024557114,-0.00047826767,0.00403589
0.0012293458,-0.005880177,0.00403589
0.0012293458,-0.00097566843,0.00403589
-0.0004963875,-0.0020010471,0.00403589
0.000487566,-0.0038377047,0.00403589
-0.0008496642,0.0001655519,0.00403589
0.0012293458,-0.00041526556,0.00403589
0.0012293458,-0.0019940138,0.0029178262
0.0012293458,0.0009148121,0.00403589
0.0012293458,-0.0012984872,0.00403589
0.0012293458,-0.0016632676,0.00403589
0.0012293458,-0.0018383861,0.00403589
0.0012293458,0.001598388,-0.00091451406
0.0004504919,0.004883468,-0.00091451406
0.0032133758,0.017833322,-0.00091451406
-0.003507018,0.0021884441,-0.00091451406
0.0032133758,0.0013101697,-0.00091451406
0.0041972995,0.011558026,0.00403589
0.0041972995,0.017870724,-0.00091451406
0.00024557114,0.013062686,-0.00091451406
0.0012293458,0.009629518,-0.00091451406
0.0022052824,0.013784349,-0.00091451406
0.0022052824,0.010501862,0.006396055
-0.0077213645,-0.012499213,-0.00091451406
-0.0077213645,-0.0030129552,-0.00091451406
-0.0077213645,-0.00493294,-0.00091451406
0.0097166,0.002891481,-0.00091451406
-0.0031547546,-0.004694164,-0.00091451406
-0.0035471916,-0.0032488704,-0.00091451406
-0.0035471916,-0.013141751,-0.00091451406
-0.0035471916,0.10325438,-0.00091451406
-0.0035471916,-0.0014123917,0.006396055
0.0009925365,-0.0018837452,0.014408857
0.0009925365,-0.0066569448,-0.00091451406
9.000301e-06,-0.011653066,-0.00091451406
9.000301e-06,-0.015522242,-0.00091451406
0.0009925365,-0.012556195,0.006396055
0.0026114583,-0.010997176,-0.00091451406
0.0012293458,-0.010815203,-0.00091451406
0.0016275346,0.13215092,-0.00091451406
-0.0022040606,0.005046487,0.008729935
0.037525535,-0.0022168756,0.016111612
0.01811093,0.019375563,-0.00091451406
0.01649201,-0.0021235347,-0.01692319
0.033051312,0.0006072819,-0.0015992522
-0.0035947561,0.008090913,-0.0060244203
-0.0039761662,0.007540196,0.0012867153
0.0007544458,0.008500129,-0.0060244203
-0.0008496642,0.00685814,-0.047368467
-0.0018335581,0.007819116,-0.05133146
-0.009176552,0.00014740229,-0.036007524
0.0987342,0.0031562448,0.053562194
0.036201745,-0.021008074,-0.018218756
0.014743328,0.011669695,0.066399395
-0.008358598,0.034666717,-0.19714355
-0.018813193,0.034493417,-0.050609887
0.019931763,-0.0029317737,-0.008874595
0.013546795,0.0017703474,-0.008874595
0.00057837367,-0.009305894,-0.00091451406
0.0015622973,-0.0061460137,-0.00091451406
-0.0034372807,0.00073736906,-0.00091451406
-0.0032004714,0.0062819123,-0.00091451406
-0.0032004714,-0.004340112,-0.00091451406
-0.0008496642,0.0014967322,-0.00091451406
-0.0008496642,-0.0015358925,-0.00091451406
-0.0008496642,0.000923872,0.014408857
-0.0008496642,0.00051143765,-0.00091451406
-0.0008496642,0.0016100705,-0.00091451406
-0.0019840598,0.0051369965,-0.00091451406
-0.0019840598,-0.0018912554,-0.00091451406
-0.0019840598,-0.0023403168,-0.00091451406
-0.0019840598,-0.0005092621,-0.00091451406
-0.0008586049,-0.000106453896,-0.00091451406
-0.0008586049,0.00539279,-0.00091451406
-0.0008586049,0.00321728,-0.00091451406
-0.003629446,0.0047926605,-0.00091451406
0.000117212534,0.0052585304,0.006396055
0.000117212534,0.009097308,-0.00091451406
0.000117212534,0.0019908845,-0.00091451406
0.000117212534,0.007246822,-0.00091451406
0.000117212534,0.003988296,-0.00091451406
0.0042630434,0.0046485066,-0.00091451406
0.00092968345,0.0016202331,-0.00091451406
-0.003209412,-0.0044436455,-0.00091451406
-0.0008586049,-0.0056120753,-0.00091451406
-0.0008586049,-0.00023883581,-0.00091451406
-0.0008586049,-0.0024021864,-0.00091451406
-0.0008586049,-0.0045080185,-0.00091451406
-0.0008586049,-0.003544867,-0.00091451406
-0.0008586049,0.004766196,-0.00091451406
-0.0008586049,-0.010448456,-0.00091451406
-0.0008586049,-0.0076231956,0.11153138
-0.0008586049,-0.0051722527,-0.04349464
-0.0008586049,-0.0056908727,-0.00091451406
-0.0008586049,-0.002785921,-0.00091451406
-0.0008586049,-0.0034640431,-0.00091451406
-0.0008586049,0.002751708,-0.00091451406
-0.0008586049,-0.00063443184,-0.00091451406
-0.00057834387,0.001870364,-0.00091451406
-0.0019840598,0.005171776,-0.00091451406
-0.0006019473,0.00048333406,-0.068963766
-0.002220869,0.0001296401,-0.00091451406
-0.0008496642,-0.003013134,-0.00091451406
-0.0008496642,-0.0021081567,-0.00091451406
-0.0008496642,-0.0036164522,-0.00091451406
-0.0008496642,5.298853e-05,-0.00091451406
-0.0008496642,-0.00029814243,-0.00091451406
-0.0008496642,-0.0043530464,-0.00091451406
-0.0008496642,-0.0064314604,-0.00091451406
-0.0008496642,-0.0045395494,-0.00091451406
-0.0056829453,-0.02115482,0.014408857
-0.003733933,0.0047554076,0.030935556
-0.0006939769,0.031113118,-0.00091451406
-0.0010864735,0.09751648,0.06867057
-0.0010864735,0.010325521,-0.00091451406
0.0028626323,0.004442781,0.007895112
-0.0008496642,0.0092583,0.006396055
0.0047207177,0.0132909715,0.008729935
-0.007928848,0.015532613,-0.00091451406
0.008379847,0.020428956,-0.0060244203
-0.0008496642,0.011484027,0.0057789385
-0.009650111,0.008464098,0.01604122
-0.0016285181,0.011207551,-0.00091451406
0.0021181703,0.015284538,-0.00091451406
-0.0008496642,0.0052493215,-0.0060244203
-0.0008496642,-0.0010244846,-0.00091451406
-0.0008496642,0.001572609,-0.00091451406
-0.0008496642,-0.002560556,-0.00091451406
-0.0008496642,-0.0025781393,-0.00091451406
-0.0008496642,-0.0019340515,-0.00091451406
-0.0008496642,-0.00252676,-0.00091451406
-0.0008496642,-0.0029802322,-0.00091451406
-0.0008496642,-0.0017173886,-0.00091451406
-0.0008496642,-0.004755676,-0.00091451406
-0.0008496642,-0.006074846,-0.00091451406
-0.0008496642,-0.0043816566,-0.00091451406
-0.0008496642,-0.0034798384,-0.00091451406
-0.0008496642,0.0033214092,0.006396055
-0.0008496642,-0.002688527,-0.00091451406
-0.0008496642,-0.006844163,-0.00091451406
0.0029081702,-0.0045707226,-0.00091451406
0.0054499805,0.0011694431,-0.00091451406
0.005057484,-0.0010322928,-0.00091451406
0.005057484,-0.0024552941,-0.00091451406
0.0017901361,-0.0021945834,-0.00091451406
0.0017901361,0.0030483902,-0.00091451406
-0.0008586049,-0.00241822,-0.00091451406
-0.0008586049,-0.0027210116,-0.00091451406
-0.0008586049,-0.002619028,-0.00091451406
-0.0008586049,-0.0016644597,-0.00091451406
-0.0008586049,-0.008832395,0.015653998
-0.0019840598,-0.0038816333,0.015653998
-0.0019840598,-0.0010561943,-0.00091451406
-0.0019840598,-0.0033563972,-0.00091451406
-0.0019840598,0.004088521,-0.00091451406
-0.0008496642,0.0043414235,-0.00091451406
-0.0008496642,-0.0024988055,-0.00091451406
-0.0008496642,-0.002180636,0.006396055
-0.0008496642,0.0014734566,-0.00091451406
-0.0008496642,0.0004993975,0.00403589
-0.0008496642,0.13776243,0.00403589
-0.0008496642,-0.0059628487,0.013765991
-0.0008496642,-0.0036406517,0.011346936
-0.0008496642,0.0018781126,0.00403589
-0.0008496642,-0.0037190914,0.00403589
-0.0008496642,-0.0032117367,0.0010842979
-0.0008496642,-0.0036568046,0.00403589
-0.0008496642,-0.0030346513,0.011346936
0.0005323291,0.0056605935,-0.07090479
0.03750494,0.021760076,0.00403589
0.00092482567,0.09351191,0.0029178262
-0.0010864735,0.0016417205,0.00403589
0.0005323291,0.0045775473,0.011346936
-0.0008496642,0.004640281,0.00403589
-0.0008496642,0.0012438297,0.00403589
-0.0008496642,0.0028203428,0.00403589
-0.0008496642,0.0032357574,-0.00091451406
-0.0008496642,0.0032357574,0.006396055
-0.0008496642,0.008063406,-0.00091451406
-0.0008496642,0.0062052608,-0.00091451406
-0.0008496642,0.0074473023,-0.00091451406
-0.0008496642,0.006912917,-0.00091451406
-0.0008496642,0.0032577515,0.006396055
-0.0008496642,0.0045117736,-0.00091451406
-0.0008496642,0.002456218,-0.00091451406
-0.0008496642,0.015426755,-0.00091451406
-0.0008496642,0.004473299,-0.00091451406
-0.0008496642,0.012428492,0.006396055
-0.0008496642,0.011511475,-0.00091451406
-0.0008496642,0.006943077,-0.00091451406
-0.0010864735,0.010586321,-0.00091451406
-0.00042414665,0.0043530166,-0.00091451406
-0.0012030005,0.013181299,0.007301271
0.012582868,0.0135321915,-0.00091451406
0.0041626096,0.010417014,-0.00091451406
0.002780497,0.01621136,-0.00091451406
0.002780497,0.022746116,-0.00091451406
0.002780497,0.00972569,0.006396055
0.019739538,0.01505509,-0.00091451406
0.11097032,0.013399482,-0.0060244203
0.11057782,0.012751251,-0.0060244203
0.002780497,0.013505995,-0.0060244203
-0.0009661913,-0.0018428564,0.0012867153
-0.000187397,-0.0013740063,-0.0060244203
-0.000187397,-0.0008504987,-0.0060244203
-0.000187397,0.0040144026,-0.00091451406
-0.000187397,0.0032504797,-0.00091451406
-0.000187397,0.0036978126,0.006396055
-0.000187397,0.006624788,-0.00091451406
-0.000187397,-0.0121364,-0.00091451406
-0.004604399,-0.0015569329,-0.00091451406
-0.0036205053,-0.0041734576,-0.00091451406
-0.000187397,-0.0061605573,-0.00091451406
-0.000187397,-0.009664178,-0.00091451406
-0.000187397,-0.01373148,-0.00091451406
-0.000187397,-0.0014858246,-0.00091451406
-0.00042414665,0.0077749193,-0.05324292
-0.00042414665,0.010396093,-0.07068592
-0.00042414665,0.009664565,0.011566043
-0.00042414665,0.0138198435,-0.00091451406
-0.00042414665,0.013858825,0.011618912
0.0011946559,0.03209585,-0.00091451406
-0.0041038394,0.02398923,-0.00091451406
-0.0041038394,0.02190286,0.006396055
-0.003468752,0.0152466,-0.00091451406
-0.00042414665,0.007901341,-0.00091451406
-0.0014080405,0.004431337,-0.00091451406
-0.0022502542,-0.0038859844,-0.00091451406
0.0059708357,0.011466056,0.014408857
0.001482755,0.008728832,-0.09036511
0.0022246242,0.0059354007,-0.00091451406
-0.00042414665,-0.0022715926,-0.00091451406
-0.00042414665,0.010118425,0.015653998
-0.000187397,0.0012654066,-0.00091451406
-0.00042414665,-0.00087314844,-0.00091451406
-0.00042414665,0.0042241216,-0.00091451406
-0.00042414665,-0.001131177,-0.031228542
-0.00042414665,-0.0018468499,-0.00091451406
-0.0014080405,-0.0033776164,-0.00091451406
-0.00372535,0.010297209,0.021719992
0.024649471,0.013855696,-0.00091451406
-0.0013513565,-0.011466324,0.058365107
-0.000300467,-0.008396924,-0.00091451406
0.00068333745,0.0045428276,-0.00091451406
0.00068333745,0.0049930513,0.007301271
-0.002698183,0.0916498,-0.00091451406
-0.0040882826,-0.005719483,-0.00091451406
0.045465022,0.0074270964,-0.00091451406
-0.0019014478,0.009258151,-0.00091451406
-0.00352031,0.0060733557,0.007301271
-0.0032835007,0.005549729,-0.00091451406
-0.0032835007,0.009779751,0.014408857
-0.0025047064,-0.004409313,-0.00091451406
-0.000187397,-0.00036609173,-0.00091451406
-0.000187397,0.0030727983,-0.00091451406
-0.000187397,0.0014223754,-0.00091451406
-0.000187397,-0.0005463958,-0.00091451406
-0.0051856637,0.0019328296,-0.00091451406
-0.000929296,0.00432235,-0.00091451406
-0.00015282631,0.0012802482,-0.00091451406
-0.00015282631,0.006288767,0.006396055
-0.0015585423,0.0012577474,-0.00091451406
-0.0015585423,-0.0018966794,-0.00091451406
-0.0015585423,-0.001809299,-0.00091451406
-0.0015585423,0.0008984208,-0.00091451406
-0.000187397,0.0026203394,0.006396055
-0.00042414665,0.0013078749,-0.00091451406
-0.00042414665,0.00096061826,-0.00091451406
0.0011946559,0.003179878,-0.00091451406
-0.000187397,0.0015751421,-0.00091451406
0.0011946559,-0.0013051033,0.006396055
-0.00042414665,-0.0013051033,-0.00091451406
-0.00042414665,-0.0017892718,-0.00091451406
0.0011946559,0.004026532,-0.00091451406
0.0011946559,0.0017553568,-0.00091451406
0.0032442808,0.011293352,0.16829655
0.015411347,0.010323018,-0.00091451406
0.013361722,0.0018902719,-0.00091451406
0.0011946559,0.0015583336,-0.00091451406
-0.000187397,0.00042113662,-0.00091451406
-0.000187397,0.0026054382,0.006396055
-0.000187397,0.0011694729,-0.00091451406
-0.000187397,0.0036008656,-0.00091451406
-0.0011712909,0.0037546456,-0.00091451406
-0.000187397,0.0053352416,-0.00091451406
-0.000187397,0.00091287494,0.006396055
0.002799213,0.000628531,-0.00091451406
-0.000929296,0.0024372041,-0.00091451406
-0.0013217926,-1.9669533e-05,-0.00091451406
-0.000187397,0.0011657476,-0.00091451406
-0.000187397,0.011686832,0.006396055
-0.000187397,0.011686832,-0.00091451406
-0.000187397,-0.00090533495,-0.00091451406
-0.000187397,0.010692626,-0.00091451406
-0.000187397,-0.0043501854,-0.00091451406
-0.000187397,-0.002236247,-0.00091451406
-0.000187397,-0.0056286454,-0.00091451406
-0.000187397,-0.0065680146,-0.00091451406
-0.000187397,-0.0017878413,-0.00091451406
-0.00042414665,0.017975748,-0.00091451406
0.0011946559,-0.00016665459,-0.00091451406
0.0011946559,0.008522898,-0.00091451406
-0.00042414665,-0.000702858,-0.00091451406
-0.00042414665,0.00010621548,-0.00091451406
-0.0010864735,0.0007016659,-0.00091451406
0.0005323291,0.0005451739,-0.00091451406
0.0005323291,-0.0007734895,-0.00091451406
-0.0010864735,-0.0024260283,-0.00091451406
-0.0010864735,0.001873821,-0.00091451406
-0.0008496642,-0.0010957122,-0.00091451406
0.014523089,0.021580487,-0.006417334
0.0032442808,0.021347314,-0.075855136
0.015411347,0.014318645,0.010108799
0.005943626,0.0075065196,0.008729935
0.0005323291,0.0053013563,-0.00091451406
-0.0039224625,0.0019155145,-0.00091451406
-0.0018283725,0.0014459491,0.006396055
-0.0008151531,0.0014324486,-0.00091451406
0.0008036196,0.001206547,-0.00091451406
-0.0006019473,-0.000210464,-0.00091451406
-0.0006019473,0.00039702654,-0.00091451406
-0.0006019473,0.002118349,-0.00091451406
-0.0006019473,0.0037497878,-0.00091451406
-0.0006019473,9.089708e-05,-0.00091451406
0.0005323291,0.00032496452,-0.00091451406
-0.0010864735,0.001837492,-0.00091451406
-0.0010864735,0.0055377185,0.006396055
0.0005323291,0.004390955,-0.00091451406
-0.0008496642,0.00627169,-0.00091451406
