xgb_y_prob,xgb_ylead1_prob,xgb_ylead2_prob
-0.0008496642,0.009041637,0.00026229024
-0.0008496642,0.010957152,0.00033947825
-0.0008496642,-0.0009897947,-0.0018321276
-0.0008496642,0.00066128373,-0.00016778708
-0.005813241,0.1499303,0.003345549
-0.00045716763,0.0010264516,0.0037355125
-0.0008496642,-0.0012683272,0.004086703
-0.0008496642,0.0016402602,-0.0036008954
-0.0008496642,-0.0008928776,-0.015412569
-0.0008496642,0.0023170114,-0.0013195872
-0.0008496642,-0.0017135143,0.00034424663
-0.0018335581,0.00240767,-0.0054864883
-0.0008496642,0.00240767,-0.006223917
-0.0008496642,0.0136042535,-0.00012874603
-0.0008496642,0.007202506,-0.018024623
-0.0008496642,-0.003130138,-0.0011258721
-0.0008496642,-0.0047739744,-0.006984353
-0.0008496642,0.001954198,-0.0015210509
-0.0008496642,0.0037863255,-0.00082695484
-0.0008496642,-0.0007442832,-0.003705144
-0.0008496642,-0.00037395954,-0.005031109
-0.0008496642,0.0029206276,-0.0072639585
-0.0008496642,-0.0029463768,-0.0063661337
-0.0008496642,0.003301978,0.01628548
-0.002612412,0.0074124634,0.016999036
0.0021181703,0.010838509,0.016149431
0.0021181703,0.0075932145,0.0013961196
0.018021584,0.01567784,0.007830501
0.009311199,0.025388181,-0.00046384335
-0.0018335581,0.0038739443,-0.0045909286
-0.0008496642,0.0032580793,0.0012337267
-0.0008496642,-0.0012933016,0.007609725
-0.0008496642,0.00087171793,0.0013220012
-0.0008496642,0.0013558269,-0.0063582063
-0.0008496642,0.0023303628,0.0009792447
-0.0008496642,0.0012891889,-0.007421434
-0.0008496642,0.0026763082,0.00075536966
-0.0008496642,0.0021992922,-0.0013626814
-0.0008496642,-0.0043937564,-0.0014955401
-0.0018335581,-0.0057279468,-0.0029591322
-0.0008496642,-0.0056335926,0.0026449263
-0.0008496642,0.0064912736,-0.00040256977
-0.0008496642,-0.0058244467,-0.0049526095
-0.0008496642,0.001452297,0.000777483
-0.0008496642,-0.0003092885,0.0012070239
0.0012293458,0.006314814,-0.0003914833
-0.0008496642,0.0014302433,0.0019203126
0.0012293458,0.0023201108,0.0060400367
0.0012293458,0.0050418377,-0.0026624203
-0.0017411709,-0.0016553998,-0.0035800934
-0.00045716763,0.0010202527,-0.004615426
-0.0019840598,0.0010567605,-0.0030549765
-0.0019840598,-0.00018620491,-0.00075131655
-0.0008496642,0.001974374,-0.004119158
-0.0008496642,-0.00011271238,-0.00013887882
-0.0008496642,0.0011991858,0.00063985586
-0.0008496642,0.0037102401,2.5391579e-05
-0.0008496642,0.002471298,-0.0057634115
-0.0008496642,-0.00014930964,0.00076431036
-0.0008496642,0.0028904676,-0.0003631115
-0.0008496642,0.0011635721,-0.00019228458
-0.0008496642,0.00017347932,-0.00090926886
-0.0008496642,0.0044466853,0.0011965036
-0.0008496642,-0.0046952963,0.0016642809
0.00024557114,-0.003619969,0.0012311339
-0.0008496642,-0.0015258789,0.0017936528
-0.0018335581,0.0059963167,0.0010555387
0.0012293458,-0.00053840876,0.008194208
-0.0018335581,-0.0011079311,0.0011941493
0.0012293458,-0.002716899,0.00153175
0.0012293458,-0.0016568899,0.002518475
0.00024557114,0.0007376373,0.0035908222
0.006896198,0.012977183,-0.0066590905
-0.00045716763,0.0032079518,-0.012360334
-0.0008496642,-0.0043004155,-0.009706616
-0.0008496642,0.0011526048,-0.011835873
-0.0008496642,-0.002368033,-0.0034510493
-0.0008496642,-0.0015648603,-0.008942127
-0.0018335581,0.004451573,-0.005868554
-0.0016285181,0.009943724,0.027916193
-0.0016285181,0.010401785,-0.012991369
-0.0016285181,0.012088269,-0.00048035383
-0.0016285181,0.0047386587,0.002550155
-0.0016285181,0.006829977,0.0032919645
-0.002612412,0.005180329,0.0013831258
0.0109087825,0.002151072,0.033573657
0.03322044,0.010087639,-0.08622515
0.03322044,-0.0009499788,-0.026457489
0.03322044,-0.008452594,-0.016290843
0.011687636,-0.012532175,-0.013377488
-0.0008496642,0.01333648,-0.01005882
-0.0008496642,0.006048292,-0.00935334
-0.0008496642,0.007422626,-0.0057581067
-0.0008496642,0.011737436,-0.006922841
0.00450629,0.011054695,0.00905329
0.010945737,0.004165143,0.0031128526
0.011687636,-0.0025809407,-0.010331035
-0.0008496642,0.008123308,-0.00043225288
-0.0008496642,0.0060928166,-0.002539277
-0.0008496642,0.012444347,-0.0019504428
-0.0008496642,0.020368129,0.0036032498
-0.0008496642,0.0069044232,-0.001475513
0.0018621683,0.014944077,0.007699698
0.004625052,0.016919106,0.012082368
0.005608976,0.021718115,0.026275277
0.005608976,0.013377279,0.021836787
0.0049761534,0.0049393475,0.005442053
-0.0008496642,0.007495314,-0.0021582246
-0.0008496642,0.002616763,0.0011487007
-0.0008496642,0.002232641,0.008710802
-0.0008496642,-0.0026606321,-0.005388975
-0.0008496642,-5.8412552e-05,-0.004504204
-0.0008496642,0.00011229515,-0.0035731792
-0.0008496642,-0.002024889,-0.00497663
-0.0008496642,-0.00021529198,0.01262632
0.0012293458,0.0021841824,0.0030572712
0.0012293458,0.0076725185,0.0019762814
-0.0040255785,-0.00015485287,-0.00546968
-0.00045716763,0.0008894205,-0.010440886
0.0012293458,-0.004159689,-0.00065654516
0.0012293458,-0.0021492243,-0.005867243
0.0012293458,-0.00053727627,0.0012986958
0.0012293458,-0.0055412054,-0.00019836426
0.00024557114,-0.00032633543,-0.0020071864
0.0012293458,-0.0018163323,0.00073471665
0.0012293458,8.070469e-05,-0.002328515
-0.0008496642,0.0012273788,-0.010971546
0.0012293458,-0.0011296272,-0.0024876595
0.0012293458,-0.0022280216,-0.0005316138
0.0012293458,0.0026008189,-0.0025076866
0.0012293458,-0.0019269586,0.008713067
-0.0008496642,0.0021390915,0.008304924
0.0012293458,0.0048509836,-0.013255775
0.0012293458,-0.001629591,-0.025206089
-0.0008496642,0.0010133088,-0.0017054081
-0.0008496642,0.00039929152,0.0057991743
-0.0008496642,-0.0009134412,0.07162252
-0.0018335581,-0.0014148355,0.07313204
-0.0008496642,0.002159804,0.015661448
-0.0008496642,-0.0011313558,0.016043365
-0.0027813911,-9.4771385e-06,0.012701869
-0.0008586049,-0.0023038387,0.008137941
-0.0015622377,0.0009291768,0.015103549
-0.0008586049,-0.0014918447,0.007826805
-0.0008586049,-0.006544411,0.010393083
-0.0008586049,0.0062665045,0.0005571842
-0.00057834387,0.0072524548,0.00049588084
-0.0019840598,0.007648349,0.0025821924
-0.0019840598,-0.0006759763,0.00019180775
-0.0019840598,0.0027743578,0.018803954
-0.0019840598,0.0054071844,0.00063055754
-0.0008496642,0.0030577183,-0.0010688901
-0.0008496642,0.0036996305,0.0010802448
-0.0008496642,0.016393334,0.006202668
-0.0008496642,0.01139155,0.0018931627
-0.0018335581,0.010157913,0.0007739663
-0.0008496642,0.0015634,0.0011987686
-0.0008496642,0.00618574,0.0065005124
-0.005665183,0.01393652,0.012909532
0.0047207177,0.04079303,-0.003608048
-0.007928848,0.014746338,-0.018474817
-0.007928848,0.012096554,-0.007861316
0.008630514,-0.0016934276,-0.018808484
-0.00343889,0.0025406182,-0.0063900948
-0.0052209496,0.010009557,-0.011646807
-0.0008496642,0.00797689,0.019514382
-0.0008496642,0.007000655,0.12340617
-0.0008496642,0.004316598,0.12317395
-0.0008496642,0.0031162202,0.12329319
-0.0008496642,0.0048032105,-0.00024557114
-0.0008496642,0.0031569898,0.006407559
0.005608976,0.010970682,0.004451275
0.0016240776,0.013796359,0.005885482
0.074203074,0.012876153,0.013614118
-0.0039104223,0.013860345,0.041260123
0.0015569329,0.007828742,0.01920548
-0.0006942749,0.009445816,0.0102005005
-0.0006942749,0.017198533,0.0041731
-0.007928848,0.010624737,-0.007129729
0.008630514,0.010888368,0.4715978
-0.004088044,0.4714347,0.67228436
1.0577223,0.9389243,1.0101517
0.6583129,0.4653028,0.7072612
0.6406427,0.5733063,0.61687875
0.63206595,0.112158895,0.4426672
0.6386294,0.32352537,0.38236776
0.2815563,0.34058046,0.001478225
0.09067571,0.29838133,-0.0010652542
0.21176413,0.23563272,-0.027704477
0.23738736,0.17962745,-0.0040278435
0.2201992,0.32299867,0.02426067
0.2201992,0.32594562,0.14701772
0.2201992,0.17444071,0.017428726
0.2022435,0.1462112,0.14950398
0.20134518,0.15029743,0.14158174
0.20862848,0.1508081,-0.0072923303
0.2004661,0.148512,0.14288631
0.20627326,0.1483787,0.0027815402
0.21163285,0.15695727,0.018767
0.21163285,0.14854068,0.020902276
0.21261677,0.15071827,0.12128246
0.20615,0.1354653,0.027957827
0.19773772,0.13619748,0.0325917
0.19773772,0.14016825,0.116407126
0.19981685,0.084457934,0.013395846
-0.005712688,-0.012467146,-0.02043879
-0.005712688,-0.013412714,0.09765288
-0.005712688,-0.016599,-0.017417133
-0.005712688,-0.015286505,-0.011394501
-0.005712688,-0.0152564645,0.12546834
-0.0077566504,-0.010792136,0.09914583
0.004784405,-0.017083168,-0.0030037165
0.0011040568,-0.019400835,-0.0013841987
0.00071153045,0.05034101,0.099063605
0.003912717,0.010007739,-0.006345153
0.0076250136,0.02049163,0.00060620904
0.00027999282,-0.0027397275,0.11588445
0.0028827786,-0.0037651658,0.0095125735
0.0028827786,0.049187362,0.100748956
0.0028827786,-0.0061305165,-0.015480578
0.0028827786,-0.0030101538,0.116256714
-0.00014173985,-0.0064296722,-0.0073457956
-0.00088882446,-3.6418438e-05,0.118504256
9.521842e-05,0.017178804,0.0020644665
9.521842e-05,-0.0050136447,0.018892258
9.521842e-05,-0.006465435,0.019109815
9.521842e-05,-0.00631392,0.12216604
9.521842e-05,-0.008230746,0.13300943
-0.00088882446,-0.001798749,0.001693368
0.00024557114,-0.0016326308,0.12334743
0.00024557114,-0.00047826767,0.11729145
0.0012293458,-0.005880177,0.12675327
0.0012293458,-0.00097566843,0.11374697
-0.0004963875,-0.0020010471,0.11602634
0.000487566,-0.0038377047,0.0063899755
-0.0008496642,0.0001655519,0.11898279
0.0012293458,-0.00041526556,0.114558816
0.0012293458,-0.0019940138,0.00638479
0.0012293458,0.0009148121,0.13309479
0.0012293458,-0.0012984872,0.11779797
0.0012293458,-0.0016632676,0.0065993965
0.0012293458,-0.0018383861,0.12040043
0.0012293458,0.001598388,0.1329394
0.0004504919,0.004883468,0.019317329
0.0032133758,0.017833322,0.029448956
-0.003507018,0.0021884441,0.13063312
0.0032133758,0.0013101697,0.018348396
0.0041972995,0.011558026,0.017420828
0.0041972995,0.017870724,0.14993569
0.00024557114,0.013062686,0.017846972
0.0012293458,0.009629518,0.025566429
0.0022052824,0.013784349,0.14204371
0.0022052824,0.010501862,0.12554523
-0.0077213645,-0.012499213,0.0028721094
-0.0077213645,-0.0030129552,0.0007672906
-0.0077213645,-0.00493294,0.012224615
0.0097166,0.002891481,0.0022816658
-0.0031547546,-0.004694164,0.013265014
-0.0035471916,-0.0032488704,0.1057578
-0.0035471916,-0.013141751,-0.001959443
-0.0035471916,0.10325438,-0.017410398
-0.0035471916,-0.0014123917,0.004091859
0.0009925365,-0.0018837452,-0.0076325536
0.0009925365,-0.0066569448,0.002718985
9.000301e-06,-0.011653066,-0.0070666075
9.000301e-06,-0.015522242,-0.010813415
0.0009925365,-0.012556195,0.0020522475
0.0026114583,-0.010997176,0.0018539727
0.0012293458,-0.010815203,0.0025192797
0.0016275346,0.13215092,0.02486968
-0.0022040606,0.005046487,0.021301925
0.037525535,-0.0022168756,0.01113832
0.01811093,0.019375563,0.004171312
0.01649201,-0.0021235347,-0.0058432817
0.033051312,0.0006072819,0.0010670125
-0.0035947561,0.008090913,0.0076139867
-0.0039761662,0.007540196,0.01668191
0.0007544458,0.008500129,0.010180086
-0.0008496642,0.00685814,-0.0012839437
-0.0018335581,0.007819116,-0.00021523237
-0.009176552,0.00014740229,0.030713618
0.0987342,0.0031562448,0.05578181
0.036201745,-0.021008074,0.0010853112
0.014743328,0.011669695,0.060862184
-0.008358598,0.034666717,0.041717738
-0.018813193,0.034493417,0.05512896
0.019931763,-0.0029317737,0.032696396
0.013546795,0.0017703474,0.02582118
0.00057837367,-0.009305894,-0.00687927
0.0015622973,-0.0061460137,0.009162843
-0.0034372807,0.00073736906,-0.004863918
-0.0032004714,0.0062819123,0.0023008287
-0.0032004714,-0.004340112,-0.0047588944
-0.0008496642,0.0014967322,0.00040915608
-0.0008496642,-0.0015358925,-0.003196597
-0.0008496642,0.000923872,-0.0010566711
-0.0008496642,0.00051143765,0.00018951297
-0.0008496642,0.0016100705,0.0023017824
-0.0019840598,0.0051369965,0.04523471
-0.0019840598,-0.0018912554,-0.006949246
-0.0019840598,-0.0023403168,-0.01305151
-0.0019840598,-0.0005092621,-0.004000485
-0.0008586049,-0.000106453896,-0.0032090545
-0.0008586049,0.00539279,-0.0011207461
-0.0008586049,0.00321728,-0.0025404692
-0.003629446,0.0047926605,-0.014120221
0.000117212534,0.0052585304,1.6659498e-05
0.000117212534,0.009097308,-0.0051059127
0.000117212534,0.0019908845,-0.00197196
0.000117212534,0.007246822,-0.0031390786
0.000117212534,0.003988296,-0.0049002767
0.0042630434,0.0046485066,-0.0051599145
0.00092968345,0.0016202331,-0.002835989
-0.003209412,-0.0044436455,-0.0066248775
-0.0008586049,-0.0056120753,-0.0039362907
-0.0008586049,-0.00023883581,-0.0021528006
-0.0008586049,-0.0024021864,-0.0034938455
-0.0008586049,-0.0045080185,-0.0011271238
-0.0008586049,-0.003544867,0.0010243654
-0.0008586049,0.004766196,-0.0022312403
-0.0008586049,-0.010448456,-0.0040774345
-0.0008586049,-0.0076231956,-0.005565107
-0.0008586049,-0.0051722527,-0.0021008253
-0.0008586049,-0.0056908727,-0.003915131
-0.0008586049,-0.002785921,0.0026716292
-0.0008586049,-0.0034640431,0.0061540604
-0.0008586049,0.002751708,0.0057767034
-0.0008586049,-0.00063443184,0.003017217
-0.00057834387,0.001870364,0.008690029
-0.0019840598,0.005171776,-0.0020146966
-0.0006019473,0.00048333406,0.025241345
-0.002220869,0.0001296401,0.0014849603
-0.0008496642,-0.003013134,0.08789885
-0.0008496642,-0.0021081567,0.0067692697
-0.0008496642,-0.0036164522,-0.0054907203
-0.0008496642,5.298853e-05,0.001987964
-0.0008496642,-0.00029814243,0.0069089234
-0.0008496642,-0.0043530464,0.0037635565
-0.0008496642,-0.0064314604,0.0037270188
-0.0008496642,-0.0045395494,0.002183497
-0.0056829453,-0.02115482,0.008298039
-0.003733933,0.0047554076,-0.015235245
-0.0006939769,0.031113118,0.008463979
-0.0010864735,0.09751648,0.03239733
-0.0010864735,0.010325521,0.013508409
0.0028626323,0.004442781,0.0021512806
-0.0008496642,0.0092583,0.0030989945
0.0047207177,0.0132909715,0.0070602596
-0.007928848,0.015532613,-0.013155758
0.008379847,0.020428956,-0.0041035414
-0.0008496642,0.011484027,-6.484985e-05
-0.009650111,0.008464098,0.018888623
-0.0016285181,0.011207551,0.017890155
0.0021181703,0.015284538,0.012896508
-0.0008496642,0.0052493215,0.008357197
-0.0008496642,-0.0010244846,-0.0035336614
-0.0008496642,0.001572609,0.0022666752
-0.0008496642,-0.002560556,-0.0011815429
-0.0008496642,-0.0025781393,-0.0023075342
-0.0008496642,-0.0019340515,0.0020296872
-0.0008496642,-0.00252676,0.0042978525
-0.0008496642,-0.0029802322,-0.00041788816
-0.0008496642,-0.0017173886,-0.0010176301
-0.0008496642,-0.004755676,0.0010025501
-0.0008496642,-0.006074846,0.00037163496
-0.0008496642,-0.0043816566,0.0003529191
-0.0008496642,-0.0034798384,0.00064599514
-0.0008496642,0.0033214092,-0.009406447
-0.0008496642,-0.002688527,-0.0033972263
-0.0008496642,-0.006844163,-0.0011889338
0.0029081702,-0.0045707226,0.0008341968
0.0054499805,0.0011694431,-0.002350092
0.005057484,-0.0010322928,-0.0021971464
0.005057484,-0.0024552941,-0.0047337413
0.0017901361,-0.0021945834,-0.0018910766
0.0017901361,0.0030483902,0.00053083897
-0.0008586049,-0.00241822,-0.003037691
-0.0008586049,-0.0027210116,-0.0056418777
-0.0008586049,-0.002619028,-0.004264593
-0.0008586049,-0.0016644597,-0.005895376
-0.0008586049,-0.008832395,-0.0057411194
-0.0019840598,-0.0038816333,-0.0033917427
-0.0019840598,-0.0010561943,0.00011083484
-0.0019840598,-0.0033563972,-0.0053144097
-0.0019840598,0.004088521,-0.0037033558
-0.0008496642,0.0043414235,-0.0046076775
-0.0008496642,-0.0024988055,-0.0018028021
-0.0008496642,-0.002180636,0.015918553
-0.0008496642,0.0014734566,0.0014591217
-0.0008496642,0.0004993975,0.006211072
-0.0008496642,0.13776243,0.0015516281
-0.0008496642,-0.0059628487,-0.0027860403
-0.0008496642,-0.0036406517,0.008867264
-0.0008496642,0.0018781126,0.004516393
-0.0008496642,-0.0037190914,-0.0023861527
-0.0008496642,-0.0032117367,0.0013318062
-0.0008496642,-0.0036568046,-0.004183173
-0.0008496642,-0.0030346513,0.0020473301
0.0005323291,0.0056605935,0.14688501
0.03750494,0.021760076,0.0029904246
0.00092482567,0.09351191,0.020041347
-0.0010864735,0.0016417205,-0.0022327304
0.0005323291,0.0045775473,-0.0020191073
-0.0008496642,0.004640281,-0.0015520453
-0.0008496642,0.0012438297,0.00036752224
-0.0008496642,0.0028203428,0.0012215972
-0.0008496642,0.0032357574,0.003219068
-0.0008496642,0.0032357574,0.0015990138
-0.0008496642,0.008063406,0.017100036
-0.0008496642,0.0062052608,-0.0010110736
-0.0008496642,0.0074473023,0.011244893
-0.0008496642,0.006912917,0.015089303
-0.0008496642,0.0032577515,0.01582411
-0.0008496642,0.0045117736,0.019468486
-0.0008496642,0.002456218,0.021604449
-0.0008496642,0.015426755,0.011488318
-0.0008496642,0.004473299,0.00802657
-0.0008496642,0.012428492,0.042030245
-0.0008496642,0.011511475,0.01968366
-0.0008496642,0.006943077,0.0041864216
-0.0010864735,0.010586321,0.00084510446
-0.00042414665,0.0043530166,-0.009880841
-0.0012030005,0.013181299,0.00943017
0.012582868,0.0135321915,0.028070658
0.0041626096,0.010417014,-0.0013900995
0.002780497,0.01621136,0.0042649806
0.002780497,0.022746116,0.00012207031
0.002780497,0.00972569,0.020718962
0.019739538,0.01505509,0.0045440495
0.11097032,0.013399482,0.007805705
0.11057782,0.012751251,-0.00017815828
0.002780497,0.013505995,-0.0015966296
-0.0009661913,-0.0018428564,-0.008512318
-0.000187397,-0.0013740063,-0.0015730858
-0.000187397,-0.0008504987,-0.0025959015
-0.000187397,0.0040144026,-0.0059351325
-0.000187397,0.0032504797,0.00036081672
-0.000187397,0.0036978126,0.0011070371
-0.000187397,0.006624788,-0.0031274557
-0.000187397,-0.0121364,-0.005078912
-0.004604399,-0.0015569329,0.021394521
-0.0036205053,-0.0041734576,0.008756459
-0.000187397,-0.0061605573,0.009924561
-0.000187397,-0.009664178,-0.0072073936
-0.000187397,-0.01373148,-0.006251514
-0.000187397,-0.0014858246,-0.0037983656
-0.00042414665,0.0077749193,0.029764712
-0.00042414665,0.010396093,0.01581505
-0.00042414665,0.009664565,0.018602014
-0.00042414665,0.0138198435,0.0090149045
-0.00042414665,0.013858825,0.0011677444
0.0011946559,0.03209585,-0.0008339882
-0.0041038394,0.02398923,-0.0026696324
-0.0041038394,0.02190286,-0.0034796596
-0.003468752,0.0152466,0.002102375
-0.00042414665,0.007901341,-0.007120967
-0.0014080405,0.004431337,-0.0024940372
-0.0022502542,-0.0038859844,0.0033236146
0.0059708357,0.011466056,0.0013186634
0.001482755,0.008728832,0.025536776
0.0022246242,0.0059354007,0.0050549507
-0.00042414665,-0.0022715926,0.0014777482
-0.00042414665,0.010118425,0.00069722533
-0.000187397,0.0012654066,-0.015014172
-0.00042414665,-0.00087314844,0.0038535
-0.00042414665,0.0042241216,0.0039724708
-0.00042414665,-0.001131177,0.12542295
-0.00042414665,-0.0018468499,0.0015408993
-0.0014080405,-0.0033776164,-0.00068354607
-0.00372535,0.010297209,0.008940846
0.024649471,0.013855696,0.0030699968
-0.0013513565,-0.011466324,0.012696922
-0.000300467,-0.008396924,0.0042575896
0.00068333745,0.0045428276,-0.0025091171
0.00068333745,0.0049930513,0.0024425983
-0.002698183,0.0916498,0.020179272
-0.0040882826,-0.005719483,-0.008163035
0.045465022,0.0074270964,-0.0025988817
-0.0019014478,0.009258151,-0.0042202473
-0.00352031,0.0060733557,0.009700328
-0.0032835007,0.005549729,0.0077614486
-0.0032835007,0.009779751,0.010993332
-0.0025047064,-0.004409313,-0.00090301037
-0.000187397,-0.00036609173,-0.001406312
-0.000187397,0.0030727983,-0.004910052
-0.000187397,0.0014223754,0.0040482283
-0.000187397,-0.0005463958,-0.0011607409
-0.0051856637,0.0019328296,-0.003638029
-0.000929296,0.00432235,-0.002969265
-0.00015282631,0.0012802482,-0.009186387
-0.00015282631,0.006288767,-0.0032664537
-0.0015585423,0.0012577474,-0.0036949515
-0.0015585423,-0.0018966794,-0.0043890476
-0.0015585423,-0.001809299,-0.006549597
-0.0015585423,0.0008984208,-0.0059769154
-0.000187397,0.0026203394,-0.0048357844
-0.00042414665,0.0013078749,-0.0017947555
-0.00042414665,0.00096061826,-0.006317675
0.0011946559,0.003179878,-0.00406301
-0.000187397,0.0015751421,-0.013956368
0.0011946559,-0.0013051033,0.0013045967
-0.00042414665,-0.0013051033,-0.0031080246
-0.00042414665,-0.0017892718,-0.00014168024
0.0011946559,0.004026532,-0.0020466447
0.0011946559,0.0017553568,-0.006969273
0.0032442808,0.011293352,0.017355144
0.015411347,0.010323018,0.016170919
0.013361722,0.0018902719,-0.0056021214
0.0011946559,0.0015583336,0.006034404
-0.000187397,0.00042113662,0.0061925054
-0.000187397,0.0026054382,0.017332107
-0.000187397,0.0011694729,0.0041383803
-0.000187397,0.0036008656,0.0013764203
-0.0011712909,0.0037546456,0.0017427206
-0.000187397,0.0053352416,-0.0016201138
-0.000187397,0.00091287494,0.0039990246
0.002799213,0.000628531,-0.0076398253
-0.000929296,0.0024372041,-0.00076675415
-0.0013217926,-1.9669533e-05,-0.002814293
-0.000187397,0.0011657476,-0.0064430237
-0.000187397,0.011686832,-0.0077084303
-0.000187397,0.011686832,-0.0053251386
-0.000187397,-0.00090533495,-0.007660508
-0.000187397,0.010692626,-0.007437527
-0.000187397,-0.0043501854,-0.006917715
-0.000187397,-0.002236247,-0.0072876215
-0.000187397,-0.0056286454,-0.00760746
-0.000187397,-0.0065680146,-0.0007891059
-0.000187397,-0.0017878413,-0.00016117096
-0.00042414665,0.017975748,-0.00023084879
0.0011946559,-0.00016665459,-0.00073361397
0.0011946559,0.008522898,-0.0041000843
-0.00042414665,-0.000702858,0.01633668
-0.00042414665,0.00010621548,-0.0051520467
-0.0010864735,0.0007016659,-0.006896198
0.0005323291,0.0005451739,-0.0038772225
0.0005323291,-0.0007734895,-0.0042609572
-0.0010864735,-0.0024260283,-0.002886355
-0.0010864735,0.001873821,-0.003638506
-0.0008496642,-0.0010957122,-0.0034677982
0.014523089,0.021580487,0.005202621
0.0032442808,0.021347314,0.022777677
0.015411347,0.014318645,-0.010678947
0.005943626,0.0075065196,0.0014514923
0.0005323291,0.0053013563,0.011396766
-0.0039224625,0.0019155145,-0.009876728
-0.0018283725,0.0014459491,-3.1530857e-05
-0.0008151531,0.0014324486,0.002187103
0.0008036196,0.001206547,0.0036450326
-0.0006019473,-0.000210464,-0.002634704
-0.0006019473,0.00039702654,-0.008257687
-0.0006019473,0.002118349,-0.01146847
-0.0006019473,0.0037497878,-0.0071329474
-0.0006019473,9.089708e-05,-0.0067147613
0.0005323291,0.00032496452,-0.012468219
-0.0010864735,0.001837492,-0.010706961
-0.0010864735,0.0055377185,-0.004858434
0.0005323291,0.004390955,-0.00040721893
-0.0008496642,0.00627169,-0.0037242174
-0.0008496642,-0.0032846928,-0.009957671
-0.0008496642,0.0013517737,-0.0063264966
-0.0008496642,0.0026642382,-0.001567781
-0.0008496642,0.008699566,-0.004242778
-0.0008496642,0.009321243,0.0005776882
-0.0008496642,0.00066274405,-0.0023108125
-0.0008496642,-0.0055072308,0.0010134578
-0.0008496642,-0.0013074279,-0.005138874
-0.0008496642,-0.00030177832,-0.008315504
-0.0010864735,0.0040537417,-0.0022910833
-0.0008496642,0.0034759045,-0.0035007
0.0005323291,-0.0011154413,-0.0041478276
0.0005323291,0.0036719441,0.0030950904
